,org_pin,dst_pin,dst_state,po_del,vol_wt,act_wt,obj_cost,service,period,price,gstPer,basePrice,gst,charge_wt,org_lat,org_long,org_hasMetroCity,org_isSpecialDest,org_po_del,org_state,dst_state1,dst_lat,dst_long,dst_hasMetroCity,dst_isSpecialDest,dst_po_del
30,248179,480106,MADHYAPRADESH,1,5775,4029,6002,PREMIUM,8 Day/s,3075,18,3075,469,5775,30.4568056,78.0741,0,0,0,UTTARAKHAND,MADHYAPRADESH,21.652616,78.83065500000001,0,0,1
31,600032,768005,ODISHA,1,15118,20541,22293,PREMIUM,2 Day/s,8085,18,8085,1233,20541,13.03594445,80.20866665,1,0,0,TAMILNADU,ODISHA,21.4304154,84.0259546,0,0,1
32,600032,641035,TAMILNADU,1,5775,2495,14730,PREMIUM,3 Day/s,1155,18,1155,176,5775,13.03594445,80.20866665,1,0,0,TAMILNADU,TAMILNADU,11.07529,76.997219,1,0,1
33,171001,641035,TAMILNADU,1,20295,13474,24360,PREMIUM,5 Day/s,8085,18,8085,1233,20295,31.102875,77.17298335000001,0,0,0,HIMACHALPRADESH,TAMILNADU,11.07529,76.997219,1,0,1
34,171001,641035,TAMILNADU,1,20295,26933,12452,PREMIUM,5 Day/s,8505,18,8505,1297,26933,31.102875,77.17298335000001,0,0,0,HIMACHALPRADESH,TAMILNADU,11.07529,76.997219,1,0,1
35,600032,226026,UTTARPRADESH,0,2170,826,9330,PREMIUM,2 Day/s,1360,18,1360,207,2171,13.03594445,80.20866665,1,0,0,TAMILNADU,UTTARPRADESH,26.89776,80.9827164,0,0,0
36,600032,638506,TAMILNADU,1,530,598,8518,PREMIUM,5 Day/s,305,18,305,47,598,13.03594445,80.20866665,1,0,0,TAMILNADU,TAMILNADU,11.507282,77.3729485,1,0,1
37,600032,466001,MADHYAPRADESH,0,20295,8251,20484,PREMIUM,5 Day/s,8085,18,8085,1233,20295,13.03594445,80.20866665,1,0,0,TAMILNADU,MADHYAPRADESH,23.204451,77.075664,0,0,0
38,600032,629170,TAMILNADU,1,3900,2697,15371,PREMIUM,5 Day/s,815,18,815,124,3907,13.03594445,80.20866665,1,0,0,TAMILNADU,TAMILNADU,8.3744028,77.15808335,1,0,1
39,600032,629170,TAMILNADU,1,3900,5302,6119,PREMIUM,5 Day/s,1070,18,1070,163,5302,13.03594445,80.20866665,1,0,0,TAMILNADU,TAMILNADU,8.3744028,77.15808335,1,0,1
40,600032,733215,WESTBENGAL,1,7854,3644,5219,PREMIUM,6 Day/s,4055,18,4055,619,7854,13.03594445,80.20866665,1,0,0,TAMILNADU,WESTBENGAL,25.22,88.77,1,0,1
41,600032,180013,JAMMUANDKASHMIR,1,20295,10075,24139,PREMIUM,3 Day/s,8085,18,8085,1233,20295,13.03594445,80.20866665,1,0,0,TAMILNADU,JAMMUANDKASHMIR,32.772311,74.839821,0,1,1
42,171001,394325,GUJARAT,1,361,118,14986,PREMIUM,5 Day/s,380,18,380,58,362,31.102875,77.17298335000001,0,0,0,HIMACHALPRADESH,GUJARAT,21.1927,72.97395,0,0,1
43,171001,305630,RAJASTHAN,1,1347,1157,3357,PREMIUM,7 Day/s,565,18,565,86,1347,31.102875,77.17298335000001,0,0,0,HIMACHALPRADESH,RAJASTHAN,26.09,74.61,0,0,1
44,571201,305630,RAJASTHAN,1,2605,1195,19575,PREMIUM,7 Day/s,1605,18,1605,245,2606,12.4223611,75.730522,1,0,0,KARNATAKA,RAJASTHAN,26.09,74.61,0,0,1
45,571201,305630,RAJASTHAN,1,2605,2364,18668,PREMIUM,7 Day/s,1605,18,1605,245,2606,12.4223611,75.730522,1,0,0,KARNATAKA,RAJASTHAN,26.09,74.61,0,0,1
46,171001,396321,GUJARAT,1,530,1140,15159,PREMIUM,5 Day/s,870,18,870,133,1140,31.102875,77.17298335000001,0,0,0,HIMACHALPRADESH,GUJARAT,20.77,72.96,0,0,1
47,171001,678556,KERALA,1,361,885,12124,PREMIUM,5 Day/s,625,18,625,95,885,31.102875,77.17298335000001,0,0,0,HIMACHALPRADESH,KERALA,76.8344,13.1652,0,0,1
48,171001,678556,KERALA,1,361,985,22854,PREMIUM,5 Day/s,625,18,625,95,985,31.102875,77.17298335000001,0,0,0,HIMACHALPRADESH,KERALA,76.8344,13.1652,0,0,1
49,171001,683548,KERALA,1,7854,7187,13569,PREMIUM,5 Day/s,4055,18,4055,619,7854,31.102875,77.17298335000001,0,0,0,HIMACHALPRADESH,KERALA,10.1154167,76.4764722,0,0,1
50,171001,683548,KERALA,1,7854,2577,14736,PREMIUM,5 Day/s,4055,18,4055,619,7854,31.102875,77.17298335000001,0,0,0,HIMACHALPRADESH,KERALA,10.1154167,76.4764722,0,0,1
51,171001,680513,KERALA,1,1800,2223,4802,PREMIUM,5 Day/s,1360,18,1360,207,2223,31.102875,77.17298335000001,0,0,0,HIMACHALPRADESH,KERALA,10.51279,76.076883,0,0,1
52,145001,680513,KERALA,1,3900,1019,13838,PREMIUM,5 Day/s,2095,18,2095,320,3907,32.285,75.695,0,0,0,PUNJAB,KERALA,10.51279,76.076883,0,0,1
53,171001,635810,TAMILNADU,1,20295,18942,18123,PREMIUM,5 Day/s,8085,18,8085,1233,20295,31.102875,77.17298335000001,0,0,0,HIMACHALPRADESH,TAMILNADU,12.944974,78.725423,1,0,1
54,171001,562110,KARNATAKA,1,530,702,3406,PREMIUM,4 Day/s,625,18,625,95,702,31.102875,77.17298335000001,0,0,0,HIMACHALPRADESH,KARNATAKA,13.23,77.66,1,0,1
55,171001,713321,WESTBENGAL,0,7854,10912,23584,PREMIUM,6 Day/s,4235,18,4235,646,10912,31.102875,77.17298335000001,0,0,0,HIMACHALPRADESH,WESTBENGAL,23.580118,87.1992195,1,0,0
56,171001,713321,WESTBENGAL,0,7854,3774,13505,PREMIUM,6 Day/s,4055,18,4055,619,7854,31.102875,77.17298335000001,0,0,0,HIMACHALPRADESH,WESTBENGAL,23.580118,87.1992195,1,0,0
57,403509,713321,WESTBENGAL,0,16105,10471,8437,PREMIUM,5 Day/s,6545,18,6545,998,16106,44.436736100000005,44.7987361,0,0,1,GOA,WESTBENGAL,23.580118,87.1992195,1,0,0
58,403509,713321,WESTBENGAL,0,16105,13646,11136,PREMIUM,5 Day/s,6545,18,6545,998,16106,44.436736100000005,44.7987361,0,0,1,GOA,WESTBENGAL,23.580118,87.1992195,1,0,0
59,171001,641602,TAMILNADU,0,657,922,4833,PREMIUM,3 Day/s,625,18,625,95,922,31.102875,77.17298335000001,0,0,0,HIMACHALPRADESH,TAMILNADU,11.112516,77.3408,1,0,0
60,571201,641602,TAMILNADU,0,15118,12659,10971,PREMIUM,2 Day/s,3280,18,3280,500,15119,12.4223611,75.730522,1,0,0,KARNATAKA,TAMILNADU,11.112516,77.3408,1,0,0
61,171001,342307,RAJASTHAN,1,1800,1150,13101,PREMIUM,7 Day/s,695,18,695,106,1800,31.102875,77.17298335000001,0,0,0,HIMACHALPRADESH,RAJASTHAN,27.42695,72.1637,0,0,1
62,171001,121105,HARYANA,1,5775,3391,1572,PREMIUM,3 Day/s,1735,18,1735,265,5775,31.102875,77.17298335000001,0,0,0,HIMACHALPRADESH,HARYANA,28.0106915,77.31708255000001,0,0,1
63,793001,121105,HARYANA,1,70,330,12236,PREMIUM,5 Day/s,380,18,380,58,330,25.576308335,91.889030555,0,1,0,MEGHALAYA,HARYANA,28.0106915,77.31708255000001,0,0,1
64,171001,574201,KARNATAKA,0,321,974,16314,PREMIUM,3 Day/s,625,18,625,95,974,31.102875,77.17298335000001,0,0,0,HIMACHALPRADESH,KARNATAKA,12.7584668,75.2000556,1,0,0
65,171001,641019,TAMILNADU,1,5775,6430,11864,PREMIUM,3 Day/s,3320,18,3320,506,6430,31.102875,77.17298335000001,0,0,0,HIMACHALPRADESH,TAMILNADU,11.17874,76.9603959,1,0,1
66,171001,678671,KERALA,1,20295,8210,22472,PREMIUM,5 Day/s,8085,18,8085,1233,20295,31.102875,77.17298335000001,0,0,0,HIMACHALPRADESH,KERALA,43.6507355,46.117859,0,0,1
67,171001,472442,MADHYAPRADESH,1,1800,2071,14897,PREMIUM,7 Day/s,825,18,825,126,2071,31.102875,77.17298335000001,0,0,0,HIMACHALPRADESH,MADHYAPRADESH,24.5271,78.8269,0,0,1
68,171001,160005,CHANDIGARH,1,361,651,21245,PREMIUM,1 Day/s,435,18,435,66,651,31.102875,77.17298335000001,0,0,0,HIMACHALPRADESH,CHANDIGARH,30.9666111,76.3715277,0,0,1
69,171001,242001,UTTARPRADESH,0,5775,1210,21438,PREMIUM,3 Day/s,1735,18,1735,265,5775,31.102875,77.17298335000001,0,0,0,HIMACHALPRADESH,UTTARPRADESH,27.8837,79.9122,0,0,0
70,171001,783369,ASSAM,1,329,923,17161,PREMIUM,5 Day/s,625,18,625,95,923,31.102875,77.17298335000001,0,0,0,HIMACHALPRADESH,ASSAM,26.425546,90.3503,0,1,1
71,171001,636406,TAMILNADU,1,1800,1314,13200,PREMIUM,3 Day/s,1115,18,1115,170,1800,31.102875,77.17298335000001,0,0,0,HIMACHALPRADESH,TAMILNADU,11.772602,77.810107,1,0,1
72,171001,272125,UTTARPRADESH,1,5775,1937,22729,PREMIUM,7 Day/s,1735,18,1735,265,5775,31.102875,77.17298335000001,0,0,0,HIMACHALPRADESH,UTTARPRADESH,26.893706,82.944308,0,0,1
73,171001,534204,ANDHRAPRADESH,0,11048,4488,1323,PREMIUM,3 Day/s,4620,18,4620,705,11049,31.102875,77.17298335000001,0,0,0,HIMACHALPRADESH,ANDHRAPRADESH,16.54327778,81.492427,0,0,0
74,171001,769004,ODISHA,0,1800,1858,6559,PREMIUM,5 Day/s,1115,18,1115,170,1858,31.102875,77.17298335000001,0,0,0,HIMACHALPRADESH,ODISHA,22.2295166,84.7977137,0,0,0
75,171001,843120,BIHAR,1,15118,14860,1239,PREMIUM,5 Day/s,6160,18,6160,940,15119,31.102875,77.17298335000001,0,0,0,HIMACHALPRADESH,BIHAR,26.172754,85.011994,0,0,1
76,110045,843120,BIHAR,1,11048,15771,12352,PREMIUM,6 Day/s,6160,18,6160,940,15771,28.596462,77.0905556,1,0,0,DELHI,BIHAR,26.172754,85.011994,0,0,1
77,171001,412108,MAHARASHTRA,1,1800,1778,7983,PREMIUM,4 Day/s,1115,18,1115,170,1800,31.102875,77.17298335000001,0,0,0,HIMACHALPRADESH,MAHARASHTRA,18.528142,73.5348416,1,0,1
78,171001,464884,MADHYAPRADESH,1,2605,2519,17945,PREMIUM,6 Day/s,1605,18,1605,245,2606,31.102875,77.17298335000001,0,0,0,HIMACHALPRADESH,MADHYAPRADESH,23.515504,78.278936,0,0,1
79,171001,464884,MADHYAPRADESH,1,2605,2753,18985,PREMIUM,6 Day/s,1605,18,1605,245,2753,31.102875,77.17298335000001,0,0,0,HIMACHALPRADESH,MADHYAPRADESH,23.515504,78.278936,0,0,1
80,171001,151505,PUNJAB,0,20295,14685,8284,PREMIUM,5 Day/s,4305,18,4305,657,20295,31.102875,77.17298335000001,0,0,0,HIMACHALPRADESH,PUNJAB,29.92905,75.33076,0,0,0
81,171001,638102,TAMILNADU,1,361,530,24058,PREMIUM,3 Day/s,625,18,625,95,530,31.102875,77.17298335000001,0,0,0,HIMACHALPRADESH,TAMILNADU,11.379084,77.654954,1,0,1
82,131039,521104,ANDHRAPRADESH,1,1347,942,10185,PREMIUM,3 Day/s,870,18,870,133,1347,29.02,77.06,0,0,1,HARYANA,ANDHRAPRADESH,16.50825,80.747548,0,0,1
83,122002,521104,ANDHRAPRADESH,1,6363,4701,1578,PREMIUM,2 Day/s,3320,18,3320,506,6364,28.466093,77.1058349,0,0,1,HARYANA,ANDHRAPRADESH,16.50825,80.747548,0,0,1
84,131039,400010,MAHARASHTRA,0,6363,5598,11399,PREMIUM,1 Day/s,3045,18,3045,464,6364,29.02,77.06,0,0,1,HARYANA,MAHARASHTRA,18.9711667,72.8406667,1,0,0
85,131039,385110,GUJARAT,1,20295,15890,17040,PREMIUM,4 Day/s,8085,18,8085,1233,20295,29.02,77.06,0,0,1,HARYANA,GUJARAT,24.266035,72.931654,0,0,1
86,131039,639108,TAMILNADU,1,11048,10554,11765,PREMIUM,5 Day/s,4620,18,4620,705,11049,29.02,77.06,0,0,1,HARYANA,TAMILNADU,10.94,78.22,1,0,1
87,131039,679101,KERALA,1,329,771,16305,PREMIUM,5 Day/s,625,18,625,95,771,29.02,77.06,0,0,1,HARYANA,KERALA,10.772476,76.37013,0,0,1
88,131039,752002,ODISHA,0,1800,1172,5904,PREMIUM,3 Day/s,1115,18,1115,170,1800,29.02,77.06,0,0,1,HARYANA,ODISHA,19.8342054,85.8325477,0,0,0
89,131039,190008,JAMMUANDKASHMIR,0,321,364,2704,PREMIUM,5 Day/s,305,18,305,47,364,29.02,77.06,0,0,1,HARYANA,JAMMUANDKASHMIR,34.063313,74.8227222,0,1,0
90,131039,670593,KERALA,1,530,1547,8612,PREMIUM,3 Day/s,1115,18,1115,170,1547,29.02,77.06,0,0,1,HARYANA,KERALA,12.004914,75.5617762,0,0,1
91,131039,224238,UTTARPRADESH,1,20295,19112,21914,PREMIUM,8 Day/s,4305,18,4305,657,20295,29.02,77.06,0,0,1,HARYANA,UTTARPRADESH,26.597508,82.581817,0,0,1
92,302016,224238,UTTARPRADESH,1,2605,1062,20683,PREMIUM,8 Day/s,955,18,955,146,2606,26.9402778,75.792714,0,0,0,RAJASTHAN,UTTARPRADESH,26.597508,82.581817,0,0,1
93,131039,678622,KERALA,1,1800,2347,22799,PREMIUM,5 Day/s,1360,18,1360,207,2347,29.02,77.06,0,0,1,HARYANA,KERALA,76.5019,15.5934,0,0,1
94,131039,678622,KERALA,1,1800,785,4858,PREMIUM,5 Day/s,1115,18,1115,170,1800,29.02,77.06,0,0,1,HARYANA,KERALA,76.5019,15.5934,0,0,1
95,131039,686613,KERALA,1,530,293,10954,PREMIUM,5 Day/s,625,18,625,95,531,29.02,77.06,0,0,1,HARYANA,KERALA,9.8204,76.5351,0,0,1
96,131039,476337,MADHYAPRADESH,1,70,477,18035,PREMIUM,9 Day/s,380,18,380,58,477,29.02,77.06,0,0,1,HARYANA,MADHYAPRADESH,25.764471,76.665265,0,0,1
97,131039,476337,MADHYAPRADESH,1,70,680,22364,PREMIUM,9 Day/s,625,18,625,95,680,29.02,77.06,0,0,1,HARYANA,MADHYAPRADESH,25.764471,76.665265,0,0,1
98,131039,522303,ANDHRAPRADESH,1,7854,7826,18977,PREMIUM,5 Day/s,4055,18,4055,619,7854,29.02,77.06,0,0,1,HARYANA,ANDHRAPRADESH,16.427120000000002,80.6420536,0,0,1
99,131039,695571,KERALA,1,11048,11769,5675,PREMIUM,3 Day/s,4620,18,4620,705,11769,29.02,77.06,0,0,1,HARYANA,KERALA,8.4850565,77.02,0,0,1
100,131039,695571,KERALA,1,11048,6492,11577,PREMIUM,3 Day/s,4620,18,4620,705,11049,29.02,77.06,0,0,1,HARYANA,KERALA,8.4850565,77.02,0,0,1
101,131039,277201,UTTARPRADESH,1,530,911,20775,PREMIUM,8 Day/s,435,18,435,66,911,29.02,77.06,0,0,1,HARYANA,UTTARPRADESH,25.755000000000003,84.44,0,0,1
102,131039,811214,BIHAR,0,361,983,11767,PREMIUM,5 Day/s,625,18,625,95,983,29.02,77.06,0,0,1,HARYANA,BIHAR,86.4865925,25.3350567,0,0,0
103,131039,765019,ODISHA,1,2170,2275,11266,PREMIUM,4 Day/s,1360,18,1360,207,2275,29.02,77.06,0,0,1,HARYANA,ODISHA,19.7106516,83.4565116,0,0,1
104,131039,765019,ODISHA,1,2170,648,20401,PREMIUM,4 Day/s,1360,18,1360,207,2171,29.02,77.06,0,0,1,HARYANA,ODISHA,19.7106516,83.4565116,0,0,1
105,131039,732206,WESTBENGAL,1,1800,1297,12073,PREMIUM,5 Day/s,1115,18,1115,170,1800,29.02,77.06,0,0,1,HARYANA,WESTBENGAL,25.011173,88.141133,1,0,1
106,131039,671318,KERALA,1,20295,10397,20258,PREMIUM,5 Day/s,8085,18,8085,1233,20295,29.02,77.06,0,0,1,HARYANA,KERALA,12.38034495,75.0835042,0,0,1
107,131039,671318,KERALA,1,20295,26546,1985,PREMIUM,5 Day/s,8505,18,8505,1297,26546,29.02,77.06,0,0,1,HARYANA,KERALA,12.38034495,75.0835042,0,0,1
108,131039,190011,JAMMUANDKASHMIR,1,321,921,12603,PREMIUM,5 Day/s,435,18,435,66,921,29.02,77.06,0,0,1,HARYANA,JAMMUANDKASHMIR,34.0997043,74.7448803,0,1,1
109,131039,532005,ANDHRAPRADESH,1,530,1542,23682,PREMIUM,3 Day/s,1115,18,1115,170,1542,29.02,77.06,0,0,1,HARYANA,ANDHRAPRADESH,18.2966114,83.88811480000001,0,0,1
110,500025,532005,ANDHRAPRADESH,1,6363,3561,14963,PREMIUM,2 Day/s,1865,18,1865,284,6364,16.08579167,78.67961111,1,0,0,TELANGANA,ANDHRAPRADESH,18.2966114,83.88811480000001,0,0,1
111,131039,284003,UTTARPRADESH,0,1800,830,512,PREMIUM,3 Day/s,695,18,695,106,1800,29.02,77.06,0,0,1,HARYANA,UTTARPRADESH,25.4557778,78.5545833,0,0,0
112,131039,630211,TAMILNADU,0,321,569,21330,PREMIUM,5 Day/s,625,18,625,95,569,29.02,77.06,0,0,1,HARYANA,TAMILNADU,10.125,78.53999999999999,1,0,0
113,131039,630211,TAMILNADU,0,321,97,4434,PREMIUM,5 Day/s,380,18,380,58,322,29.02,77.06,0,0,1,HARYANA,TAMILNADU,10.125,78.53999999999999,1,0,0
114,131039,524132,ANDHRAPRADESH,0,6363,4679,20416,PREMIUM,5 Day/s,3320,18,3320,506,6364,29.02,77.06,0,0,1,HARYANA,ANDHRAPRADESH,13.9579167,79.581182,0,0,0
115,131039,314026,RAJASTHAN,1,11048,3707,2441,PREMIUM,7 Day/s,2460,18,2460,375,11049,29.02,77.06,0,0,1,HARYANA,RAJASTHAN,23.54231235,74.00801565,0,0,1
116,131039,571189,KARNATAKA,1,3900,1794,9889,PREMIUM,5 Day/s,2095,18,2095,320,3907,29.02,77.06,0,0,1,HARYANA,KARNATAKA,12.218483335,76.34594722,1,0,1
117,131039,388220,GUJARAT,1,361,910,10947,PREMIUM,3 Day/s,625,18,625,95,910,29.02,77.06,0,0,1,HARYANA,GUJARAT,22.6943333,73.1136,0,0,1
118,131039,642003,TAMILNADU,1,3900,5368,5234,PREMIUM,5 Day/s,2830,18,2830,432,5368,29.02,77.06,0,0,1,HARYANA,TAMILNADU,10.6561111,77.0521,1,0,1
119,131039,642003,TAMILNADU,1,3900,4614,1788,PREMIUM,5 Day/s,2585,18,2585,394,4614,29.02,77.06,0,0,1,HARYANA,TAMILNADU,10.6561111,77.0521,1,0,1
120,131039,110096,DELHI,0,1347,561,5868,PREMIUM,1 Day/s,565,18,565,86,1347,29.02,77.06,0,0,1,HARYANA,DELHI,28.61777,77.32961,1,0,0
121,781006,110096,DELHI,0,5775,3738,23007,PREMIUM,2 Day/s,2820,18,2820,430,5775,26.1887778,91.7456389,0,1,1,ASSAM,DELHI,28.61777,77.32961,1,0,0
122,131039,600016,TAMILNADU,0,329,414,10512,PREMIUM,2 Day/s,345,18,345,53,414,29.02,77.06,0,0,1,HARYANA,TAMILNADU,13.0017389,80.19801385,1,0,0
123,131039,600016,TAMILNADU,0,329,656,23876,PREMIUM,2 Day/s,570,18,570,87,656,29.02,77.06,0,0,1,HARYANA,TAMILNADU,13.0017389,80.19801385,1,0,0
124,131039,110025,DELHI,0,7854,8716,15519,PREMIUM,1 Day/s,2515,18,2515,384,8716,29.02,77.06,0,0,1,HARYANA,DELHI,28.5613611,77.2787778,1,0,0
125,131039,413401,MAHARASHTRA,0,2605,2785,16016,PREMIUM,4 Day/s,1605,18,1605,245,2785,29.02,77.06,0,0,1,HARYANA,MAHARASHTRA,18.19855,75.68201,1,0,0
126,131039,560004,KARNATAKA,0,1800,2430,20844,PREMIUM,2 Day/s,1245,18,1245,190,2430,29.02,77.06,0,0,1,HARYANA,KARNATAKA,12.94840995,77.5728432,1,0,0
127,131039,686601,KERALA,1,15118,7256,6438,PREMIUM,5 Day/s,6160,18,6160,940,15119,29.02,77.06,0,0,1,HARYANA,KERALA,12.63937,76.505585,0,0,1
128,131039,768234,ODISHA,1,1347,839,15718,PREMIUM,5 Day/s,870,18,870,133,1347,29.02,77.06,0,0,1,HARYANA,ODISHA,21.69129,83.8227317,0,0,1
129,131039,756115,ODISHA,1,2170,2311,7306,PREMIUM,5 Day/s,1360,18,1360,207,2311,29.02,77.06,0,0,1,HARYANA,ODISHA,21.216355,86.4205583,0,0,1
130,131039,443001,MAHARASHTRA,1,657,937,7019,PREMIUM,6 Day/s,625,18,625,95,937,29.02,77.06,0,0,1,HARYANA,MAHARASHTRA,20.5336389,76.1794722,1,0,1
131,131039,614703,TAMILNADU,1,3900,5765,12080,PREMIUM,4 Day/s,3075,18,3075,469,5765,29.02,77.06,0,0,1,HARYANA,TAMILNADU,79.61,10.45,1,0,1
132,131039,614703,TAMILNADU,1,3900,1600,14826,PREMIUM,4 Day/s,2095,18,2095,320,3907,29.02,77.06,0,0,1,HARYANA,TAMILNADU,79.61,10.45,1,0,1
133,131039,395010,GUJARAT,1,329,255,6714,PREMIUM,1 Day/s,380,18,380,58,330,29.02,77.06,0,0,1,HARYANA,GUJARAT,21.1992778,72.8921527,0,0,1
