,CircleName,RegionName,DivisionName,OfficeName,Pincode,OfficeType,Delivery,District,StateName,Latitude,Longitude,LatitudeNum,Latitide_upt,Latitide_diff
91428,Maharashtra Circle,Nagpur Region,Chandrapur Division,Khemjai B.O,442914,BO,Delivery,CHANDRAPUR,MAHARASHTRA,79.1300000,20.3600000,79.13,20.2113,58.918699999999994
91439,Maharashtra Circle,Nagpur Region,Chandrapur Division,Kothari B.O,442701,BO,Delivery,CHANDRAPUR,MAHARASHTRA,79.7910270,19.7910270,79.791027,20.4736212,59.3174058
91478,Rajasthan Circle,DivReportingCircle,Sawaimadhopur Division,Amargarh Dang BO,322218,BO,Delivery,KARAULI,RAJASTHAN,76.7682780,26.2393540,76.768278,26.279982,50.48829599999999
91982,Punjab Circle,Punjab West Region,Jalandhar Division,Nurpur BO,144004,BO,Delivery,JALANDHAR,PUNJAB,75.5946000,31.3526000,75.5946,31.3215,44.2731
92462,Tamilnadu Circle,"Western Region, Coimbatore",Tirupur Division,Nallur BO,638459,BO,Delivery,ERODE,TAMIL NADU,77.1726630,11.3831380,77.172663,11.301756,65.870907
92711,Madhya Pradesh Circle,Indore Region,Indore Moffusil Division,Lunhera B.O,454010,BO,Delivery,DHAR,MADHYA PRADESH,33.8636030,117.8091100-,33.863603,22.715001,11.148601999999997
92984,Punjab Circle,Punjab West Region,Hoshiarpur Division,Bahtiwal BO,144207,BO,Delivery,HOSHIARPUR,PUNJAB,75.6400000,31.8300000,75.64,31.42,44.22
92985,Punjab Circle,Punjab West Region,Hoshiarpur Division,Chathial Khurd BO,144207,BO,Delivery,HOSHIARPUR,PUNJAB,75.8400000,31.8400000,75.84,31.42,44.42
93067,Punjab Circle,Punjab West Region,Hoshiarpur Division,Mand Pandher BO,144207,BO,Delivery,HOSHIARPUR,PUNJAB,75.7700000,31.8300000,75.77,31.42,44.349999999999994
93068,Punjab Circle,Punjab West Region,Hoshiarpur Division,Pandori Atwal BO,144207,BO,Delivery,HOSHIARPUR,PUNJAB,75.8100000,31.8300000,75.81,31.42,44.39
93069,Punjab Circle,Punjab West Region,Hoshiarpur Division,Rupowal BO,144207,BO,Delivery,HOSHIARPUR,PUNJAB,75.6400000,31.8400000,75.64,31.42,44.22
93071,Punjab Circle,Punjab West Region,Hoshiarpur Division,Jalota BO,144207,BO,Delivery,HOSHIARPUR,PUNJAB,75.6400000,31.8200000,75.64,31.42,44.22
93072,Punjab Circle,Punjab West Region,Hoshiarpur Division,Passi Kandi BO,144207,BO,Delivery,HOSHIARPUR,PUNJAB,75.6400000,31.8400000,75.64,31.42,44.22
93174,Odisha Circle,Sambalpur Region,Sambalpur Division,Panimura B.O,768033,BO,Delivery,BARGARH,ODISHA,21.3000856,83.4031940,21.3000856,63.22719,-41.927104400000005
93384,Punjab Circle,Punjab West Region,Hoshiarpur Division,Panwan BO,144207,BO,Delivery,HOSHIARPUR,PUNJAB,75.4500000,31.8200000,75.45,31.42,44.03
93644,Rajasthan Circle,DivReportingCircle,Sawaimadhopur Division,Ranila BO,322211,BO,Delivery,SAWAI MADHOPUR,RAJASTHAN,28.7114970,76.3564930,28.711497,17.071822,11.639675
93937,Maharashtra Circle,Nagpur Region,Chandrapur Division,Murmuri B.O,442603,BO,Delivery,GADCHIROLI,MAHARASHTRA,79.7265600,79.6775140,79.72656,19.917988,59.808572000000005
94387,Rajasthan Circle,DivReportingCircle,Jaipur Moffusil Division,Liloj BO,303313,BO,Delivery,DAUSA,RAJASTHAN,27.0802720,76.6383830,27.080272,44.496582,-17.416309999999996
94801,Odisha Circle,Berhampur Region,Koraput Division,Malavaram B.O,764087,BO,Delivery,MALKANGIRI,ODISHA,81.5808488,17.9812101,81.5808488,17.9812602,63.5995886
94815,Odisha Circle,Berhampur Region,Koraput Division,Badigada B.O,764040,BO,Delivery,KORAPUT,ODISHA,82.4343218,18.7526666,82.4343218,18.234621,64.1997008
95031,Uttar Pradesh Circle,Agra Region,Aligarh Division,Allehpur BO,204101,BO,Delivery,HATHRAS,UTTAR PRADESH,17.3444813,77.7251780,17.3444813,27.5645145,-10.2200332
95104,Rajasthan Circle,DivReportingCircle,Jaipur Moffusil Division,Chhapra Kalan Shahpura BO,303103,BO,Delivery,JAIPUR,RAJASTHAN,23.6332270,85.5148770,23.633227,33.647547,-10.014320000000001
95675,Madhya Pradesh Circle,Indore Region,Ujjain Division,Lalgarh B.O,456441,BO,Delivery,UJJAIN,MADHYA PRADESH,27.5199940,73.9101790,27.519994,17.413685,10.106309
95759,Madhya Pradesh Circle,Indore Region,Ujjain Division,Nogaova B.O,456665,BO,Delivery,UJJAIN,MADHYA PRADESH,49.7922140,18.3019170,49.792214,23.34891,26.443304
95967,Rajasthan Circle,DivReportingCircle,Jaipur Moffusil Division,Mundghisya BO,303313,BO,Delivery,DAUSA,RAJASTHAN,27.0301710,76.6427150,27.030171,44.496582,-17.466410999999997
95968,Rajasthan Circle,DivReportingCircle,Jaipur Moffusil Division,Nandera BO,303313,BO,Delivery,DAUSA,RAJASTHAN,27.0599800,76.6224980,27.05998,44.496582,-17.436601999999997
95969,Rajasthan Circle,DivReportingCircle,Jaipur Moffusil Division,Panditpura BO,303313,BO,Delivery,DAUSA,RAJASTHAN,27.0642700,76.5921660,27.06427,44.496582,-17.432311999999996
95987,Rajasthan Circle,DivReportingCircle,Jaipur Moffusil Division,Ananantwada BO,303313,BO,Delivery,DAUSA,RAJASTHAN,26.9232940,76.2421190,26.923294,44.496582,-17.573287999999998
95988,Rajasthan Circle,DivReportingCircle,Jaipur Moffusil Division,Badial Kalan BO,303313,BO,Delivery,DAUSA,RAJASTHAN,27.0096450,76.6845830,27.009645,44.496582,-17.486936999999998
95989,Rajasthan Circle,DivReportingCircle,Jaipur Moffusil Division,Bhandeda BO,303313,BO,Delivery,DAUSA,RAJASTHAN,27.0342900,76.5806100,27.03429,44.496582,-17.462291999999998
95991,Rajasthan Circle,DivReportingCircle,Jaipur Moffusil Division,Dwarapura BO,303313,BO,Delivery,DAUSA,RAJASTHAN,26.7391590,76.1236050,26.739159,44.496582,-17.757422999999996
95993,Rajasthan Circle,DivReportingCircle,Jaipur Moffusil Division,Sodala B.O,303313,BO,Delivery,DAUSA,RAJASTHAN,27.0447,76.5691,27.0447,44.496582,-17.451881999999998
96483,Punjab Circle,Punjab West Region,Hoshiarpur Division,Ambala Jattan BO,144207,BO,Delivery,HOSHIARPUR,PUNJAB,75.6500000,31.8100000,75.65,31.42,44.230000000000004
96693,Punjab Circle,Punjab West Region,Hoshiarpur Division,Chang Basoa BO,144207,BO,Delivery,HOSHIARPUR,PUNJAB,75.6400000,31.8400000,75.64,31.42,44.22
96697,Punjab Circle,Punjab West Region,Hoshiarpur Division,Chipra BO,144207,BO,Delivery,HOSHIARPUR,PUNJAB,75.6400000,31.8300000,75.64,31.42,44.22
97028,Rajasthan Circle,DivReportingCircle,Jaipur Moffusil Division,Arniya BO,303313,BO,Delivery,DAUSA,RAJASTHAN,27.3904580,75.6266280,27.390458,44.496582,-17.106123999999998
97029,Rajasthan Circle,DivReportingCircle,Jaipur Moffusil Division,Bandikui Jagir BO,303313,BO,Delivery,DAUSA,RAJASTHAN,27.0584050,76.5762760,27.058405,44.496582,-17.438176999999996
97030,Rajasthan Circle,DivReportingCircle,Jaipur Moffusil Division,Delari BO,303313,BO,Delivery,DAUSA,RAJASTHAN,27.0584050,76.5762760,27.058405,44.496582,-17.438176999999996
97031,Rajasthan Circle,DivReportingCircle,Jaipur Moffusil Division,Ralawata BO,303313,BO,Delivery,DAUSA,RAJASTHAN,27.4441200,75.1866400,27.44412,44.496582,-17.052461999999995
97592,Maharashtra Circle,Nagpur Region,Nagpur Moffusil Division,Menda B.O,441201,BO,Delivery,NAGPUR,MAHARASHTRA,34.0243880,117.7254000-,34.024388,20.764724,13.259664
97666,Maharashtra Circle,Nagpur Region,Nagpur Moffusil Division,Tas B.O,441201,BO,Delivery,NAGPUR,MAHARASHTRA,41.6133450,83.7039780-,41.613345,20.764724,20.848621
97751,Punjab Circle,Punjab West Region,Hoshiarpur Division,Daffar BO,144207,BO,Delivery,HOSHIARPUR,PUNJAB,75.6300000,31.8400000,75.63,31.42,44.209999999999994
97752,Punjab Circle,Punjab West Region,Hoshiarpur Division,Bhana BO,144207,BO,Delivery,HOSHIARPUR,PUNJAB,75.8400000,31.8200000,75.84,31.42,44.42
98281,Maharashtra Circle,Nagpur Region,Nagpur Moffusil Division,Deoli Kalan B.O,441202,BO,Delivery,NAGPUR,MAHARASHTRA,26.0695610,73.8272030,26.069561,41.028533,-14.958972000000003
98284,Maharashtra Circle,Nagpur Region,Nagpur Moffusil Division,Silli B.O,441202,BO,Delivery,NAGPUR,MAHARASHTRA,23.3484400,85.8511830,23.34844,41.028533,-17.680093000000003
98285,Maharashtra Circle,Nagpur Region,Nagpur Moffusil Division,Temsana B.O,441202,BO,Delivery,NAGPUR,MAHARASHTRA,21.0857760,79.2243200,21.085776,41.028533,-19.942757000000004
98290,Maharashtra Circle,Nagpur Region,Nagpur Moffusil Division,Wagh B.O,441210,BO,Delivery,NAGPUR,MAHARASHTRA,32.7340700,73.3959200,32.73407,20.946507,11.787563000000002
98401,Uttar Pradesh Circle,Agra Region,Etah Division,Narthar BO,207243,BO,Delivery,Kasganj,UTTAR PRADESH,79.0100000,27.6300000,79.01,27.59,51.42
98472,Madhya Pradesh Circle,Indore Region,Ujjain Division,Kanwas B.O,456224,BO,Delivery,UJJAIN,MADHYA PRADESH,37.9373450,99.2373020-,37.937345,22.596616,15.340729
98481,Madhya Pradesh Circle,Indore Region,Ujjain Division,Sandla B.O,456337,BO,Delivery,UJJAIN,MADHYA PRADESH,48.5606530,14.6421590,48.560653,23.069444,25.491209
99071,Maharashtra Circle,Navi Mumbai Region,Palghar Division,Kophrad B.O,401301,BO,Delivery,PALGHAR,MAHARASHTRA,40.9591597,74.4543450-,40.9591597,19.8971797,21.061980000000002
99640,Tamilnadu Circle,"Southern Region, Madurai",Dindigul Division,MNPatti BO,624002,BO,Delivery,DINDIGUL,TAMIL NADU,10.3800000,77.9500000,10.38,77.94,-67.56
99641,Tamilnadu Circle,"Southern Region, Madurai",Dindigul Division,Mettupatti BO,624002,BO,Non Delivery,DINDIGUL,TAMIL NADU,10.3500000,77.9700000,10.35,77.94,-67.59
99871,Maharashtra Circle,Nagpur Region,Nagpur Moffusil Division,Navegaon Isapur B.O,441202,BO,Delivery,NAGPUR,MAHARASHTRA,20.9762530,79.3300090,20.976253,41.028533,-20.052280000000003
99872,Maharashtra Circle,Nagpur Region,Nagpur Moffusil Division,Titur B.O,441202,BO,Delivery,NAGPUR,MAHARASHTRA,21.0673820,79.2588580,21.067382,41.028533,-19.961151000000005
99985,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Jandi BO,142033,BO,Delivery,LUDHIANA,PUNJAB,48.1143090,22.3708100,48.114309,30.930017,17.184292
99992,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Pawat BO,141121,BO,Delivery,LUDHIANA,PUNJAB,26.1545890,84.4638620,26.154589,46.188722,-20.034132999999997
99994,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Libra BO,141412,BO,Delivery,LUDHIANA,PUNJAB,49.9241570,14.4806240,49.924157,26.587034,23.337123000000002
100269,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Rurka BO,141101,BO,Delivery,LUDHIANA,PUNJAB,52.9914130,14.4851510,52.991413,28.582103,24.40931
100279,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Cheema BO,142030,BO,Delivery,LUDHIANA,PUNJAB,35.4776060,97.5222790-,35.477606,25.069081,10.408525000000001
100282,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Dad BO,142022,BO,Delivery,LUDHIANA,PUNJAB,20.3962270,76.0000200,20.396227,30.853737,-10.45751
100379,Tamilnadu Circle,"Western Region, Coimbatore",Nilgiris Division,Down Hills B.O,643217,BO,Delivery,THE NILGIRIS,TAMIL NADU,76.8500000,11.4400000,76.85,11.421406,65.42859399999999
100577,Punjab Circle,Punjab West Region,Ferozpur Division,Mehma BO,152002,BO,Delivery,FIROZEPUR,PUNJAB,31.0052300,74.5975500,31.00523,74.59755,-43.59232
100578,Punjab Circle,Punjab West Region,Ferozpur Division,Bare Ke BO,152002,BO,Delivery,FIROZEPUR,PUNJAB,31.0052300,74.5975500,31.00523,74.59755,-43.59232
100980,Odisha Circle,Berhampur Region,Koraput Division,Rajput B.O,764036,BO,Delivery,KORAPUT,ODISHA,82.8867533,18.6070466,82.8867533,19.6654,63.22135329999999
101130,Tamilnadu Circle,"Southern Region, Madurai",Karaikudi Division,Eluvankottai B.O,630303,BO,Delivery,SIVAGANGA,TAMIL NADU,         9.9471210,78.7657610,9.947121,78.88,-68.932879
101448,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Sodhiwal BO,142033,BO,Delivery,LUDHIANA,PUNJAB,19.2328600,72.8513940,19.23286,30.930017,-11.697157
101486,Rajasthan Circle,DivReportingCircle,Jaipur Moffusil Division,Badiyal Khurd BO,303313,BO,Delivery,DAUSA,RAJASTHAN,27.0644470,76.5343720,27.064447,44.496582,-17.432134999999995
101487,Rajasthan Circle,DivReportingCircle,Jaipur Moffusil Division,Pratappura BO,303313,BO,Delivery,DAUSA,RAJASTHAN,27.0130580,76.5401530,27.013058,44.496582,-17.483523999999996
101488,Rajasthan Circle,DivReportingCircle,Jaipur Moffusil Division,Shalawas Kalan BO,303313,BO,Delivery,DAUSA,RAJASTHAN,25.1416940,,25.141694,44.496582,-19.354887999999995
101606,Punjab Circle,Punjab West Region,Ferozpur Division,Chak Haraj BO,152002,BO,Delivery,FIROZEPUR,PUNJAB,31.0052300,74.5975500,31.00523,74.59755,-43.59232
101607,Punjab Circle,Punjab West Region,Ferozpur Division,Dulchike BO,152002,BO,Delivery,FIROZEPUR,PUNJAB,31.0052300,74.5975500,31.00523,74.59755,-43.59232
101608,Punjab Circle,Punjab West Region,Ferozpur Division,Jhok Tehal Singh BO,152002,BO,Delivery,FIROZEPUR,PUNJAB,31.0052300,74.5975500,31.00523,74.59755,-43.59232
101640,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Hoal BO,141414,BO,Delivery,LUDHIANA,PUNJAB,48.6405560,76.1387730,48.640556,30.65419,17.986365999999997
101957,Tamilnadu Circle,"Western Region, Coimbatore",Nilgiris Division,Jegathala B.O,643202,BO,Delivery,THE NILGIRIS,TAMIL NADU,11.3697100,76.7680990,11.36971,76.7548332,-65.3851232
102004,Maharashtra Circle,Nagpur Region,Nagpur Moffusil Division,Dighori Kale B.O,441202,BO,Delivery,NAGPUR,MAHARASHTRA,21.1122170,79.1331700,21.112217,41.028533,-19.916316000000002
102005,Maharashtra Circle,Nagpur Region,Nagpur Moffusil Division,Adam B.O,441210,BO,Delivery,NAGPUR,MAHARASHTRA,42.4772840,83.2457710-,42.477284,20.946507,21.530776999999997
102009,Maharashtra Circle,Nagpur Region,Nagpur Moffusil Division,Kohli B.O,441502,BO,Delivery,NAGPUR,MAHARASHTRA,41.1000070,84.2236270-,41.100007,21.231029,19.868978
102062,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Nanowal Kalan BO,141125,BO,Delivery,LUDHIANA,PUNJAB,31.8529390,75.4996440,31.852939,13.592359,18.260579999999997
102063,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Sihala BO,141125,BO,Delivery,LUDHIANA,PUNJAB,33.5440720,73.1969110,33.544072,13.592359,19.951712999999998
102065,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Heeran BO,141112,BO,Delivery,LUDHIANA,PUNJAB,4.3210150,45.2993860,4.321015,30.924561,-26.603546
102073,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Seh BO,141417,BO,Delivery,LUDHIANA,PUNJAB,45.0486950,76.2196680,45.048695,30.566094,14.482601000000003
102084,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Kalahar BO,141117,BO,Delivery,LUDHIANA,PUNJAB,41.3836820,75.6697668,41.383682,30.661316,10.722366000000001
102188,Maharashtra Circle,Nagpur Region,Nagpur Moffusil Division,Naxi B.O,441201,BO,Delivery,NAGPUR,MAHARASHTRA,44.8119820,20.3743660,44.811982,20.764724,24.047258
102191,Maharashtra Circle,Nagpur Region,Nagpur Moffusil Division,Fetri B.O,441501,BO,Delivery,NAGPUR,MAHARASHTRA,40.4245150,3.7155550-,40.424515,21.231603,19.192912
102294,Odisha Circle,Berhampur Region,Koraput Division,P.Muthai B.O,764036,BO,Delivery,KORAPUT,ODISHA,82.9518283,18.7084433,82.9518283,19.6654,63.2864283
102397,Odisha Circle,DivReportingCircle,Bhubaneswar Division,Haldiapada B.O,752060,BO,Delivery,KHORDHA,ODISHA,85.6449100,85.6449100,85.64491,20.0848337,65.56007629999999
102453,Punjab Circle,Punjab West Region,Ferozpur Division,Palla Megha BO,152002,BO,Delivery,FIROZEPUR,PUNJAB,31.0052300,74.5975500,31.00523,74.59755,-43.59232
103193,Punjab Circle,Punjab West Region,Ferozpur Division,Dod RS BO,152002,BO,Delivery,FIROZEPUR,PUNJAB,31.0052300,74.5975500,31.00523,74.59755,-43.59232
103194,Punjab Circle,Punjab West Region,Ferozpur Division,Kohar Singh Wala BO,152002,BO,Delivery,FIROZEPUR,PUNJAB,31.0052300,74.5975500,31.00523,74.59755,-43.59232
103195,Punjab Circle,Punjab West Region,Ferozpur Division,Maste Ke BO,152002,BO,Delivery,FIROZEPUR,PUNJAB,31.0052300,74.5975500,31.00523,74.59755,-43.59232
103196,Punjab Circle,Punjab West Region,Ferozpur Division,Khushhal Singh Wala,152002,BO,Delivery,FIROZEPUR,PUNJAB,30.965,74.6378,30.965,74.59755,-43.632549999999995
103505,Maharashtra Circle,Navi Mumbai Region,Palghar Division,Vatar B.O,401301,BO,Non Delivery,PALGHAR,MAHARASHTRA,41.1734856,74.6218870-,41.1734856,19.8971797,21.2763059
103894,Maharashtra Circle,Nagpur Region,Nagpur Moffusil Division,Chapegadi B.O,441202,BO,Delivery,NAGPUR,MAHARASHTRA,21.0748550,79.4355770,21.074855,41.028533,-19.953678000000004
103895,Maharashtra Circle,Nagpur Region,Nagpur Moffusil Division,Dodma B.O,441202,BO,Delivery,NAGPUR,MAHARASHTRA,21.0120790,79.2567440,21.012079,41.028533,-20.016454000000003
103896,Maharashtra Circle,Nagpur Region,Nagpur Moffusil Division,Musalgaon B.O,441202,BO,Delivery,NAGPUR,MAHARASHTRA,19.8355490,74.0542470,19.835549,41.028533,-21.192984000000003
103897,Maharashtra Circle,Nagpur Region,Nagpur Moffusil Division,Rajola B.O,441202,BO,Delivery,NAGPUR,MAHARASHTRA,21.0744860,79.5241620,21.074486,41.028533,-19.954047000000003
104002,Odisha Circle,Berhampur Region,Koraput Division,Hataguda B.O,764036,BO,Delivery,KORAPUT,ODISHA,82.8626049,18.6987916,82.8626049,19.6654,63.19720489999999
104003,Odisha Circle,Berhampur Region,Koraput Division,Kunduli B.O,764036,BO,Delivery,KORAPUT,ODISHA,82.8932383,18.6866716,82.8932383,19.6654,63.22783829999999
105000,Tamilnadu Circle,"Southern Region, Madurai",Dindigul Division,Pallapatti BO,624002,BO,Non Delivery,DINDIGUL,TAMIL NADU,10.3600000,77.9500000,10.36,77.94,-67.58
105001,Tamilnadu Circle,"Southern Region, Madurai",Dindigul Division,Ponnimandurai BO,624002,BO,Delivery,DINDIGUL,TAMIL NADU,10.3600000,77.9300000,10.36,77.94,-67.58
105002,Tamilnadu Circle,"Southern Region, Madurai",Dindigul Division,Sindalagundu BO,624002,BO,Delivery,DINDIGUL,TAMIL NADU,10.3700000,77.9000000,10.37,77.94,-67.57
105192,Odisha Circle,Berhampur Region,Koraput Division,K.Guda B.O,764036,BO,Delivery,KORAPUT,ODISHA,82.7955266,18.6885449,82.7955266,19.6654,63.1301266
105193,Odisha Circle,Berhampur Region,Koraput Division,Khudi B.O,764036,BO,Delivery,KORAPUT,ODISHA,82.8932485,18.6866755,82.8932485,19.6654,63.22784849999999
105194,Odisha Circle,Berhampur Region,Koraput Division,Renga B.O,764036,BO,Delivery,KORAPUT,ODISHA,82.8540500,18.5473333,82.85405,19.6654,63.188649999999996
105347,Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Bada Gaon BO,276403,BO,Delivery,MAU,UTTAR PRADESH,12.1668100,77.1065600,12.16681,30.1,-17.933190000000003
106054,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Tuggal BO,142023,BO,Delivery,LUDHIANA,PUNJAB,55.5333230,75.5378610,55.533323,30.833127,24.700196000000002
106056,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Lamme BO,142034,BO,Delivery,LUDHIANA,PUNJAB,52.0305330,10.0245460,52.030533,30.900974,21.129558999999997
106069,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Sherpur Bet BO,141121,BO,Delivery,LUDHIANA,PUNJAB,30.9382020,76.3051090,30.938202,46.188722,-15.250519999999998
106182,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Kot Gangu Rai BO,141113,BO,Delivery,LUDHIANA,PUNJAB,30.8621550,76.0899510,30.862155,17.398377,13.463778000000001
106429,Tamilnadu Circle,"Central Region, Trichirapalli",Tiruchirapalli Division,Kollapuram BO,612901,BO,Delivery,Ariyalur,TAMIL NADU,111.1600000,79.0800000,111.16,11.18,99.97999999999999
107074,Uttar Pradesh Circle,Bareilly Region,Bijnor Division,Umri BO,246728,BO,Delivery,BIJNOR,UTTAR PRADESH,19.2895000,78.4385000,19.2895,29.386545,-10.097045000000001
107090,Uttar Pradesh Circle,Bareilly Region,Bijnor Division,Barampur BO,246731,BO,Delivery,BIJNOR,UTTAR PRADESH,29.5747800,78.1956280,29.57478,19.2895,10.28528
107367,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Rachhine BO,141205,BO,Delivery,LUDHIANA,PUNJAB,49.0015740,24.0329110,49.001574,26.74159,22.259984
107377,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Heddon BO,141114,BO,Delivery,LUDHIANA,PUNJAB,54.9984740,76.2467850,54.998474,30.8607,24.137774
108863,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Srs Nagar BO,142024,BO,Delivery,LUDHIANA,PUNJAB,12.9360350,77.5780300,12.936035,30.828837,-17.892802
108864,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Malak BO,142024,BO,Delivery,LUDHIANA,PUNJAB,12.3930000,130.9040000,12.393,30.828837,-18.435837
108953,Uttar Pradesh Circle,Bareilly Region,Bijnor Division,Chitawar BO,246731,BO,Delivery,BIJNOR,UTTAR PRADESH,29.4997610,78.2099960,29.499761,19.2895,10.210261
108987,Punjab Circle,Punjab West Region,Gurdaspur Division,Fateh Nangal BO,143519,BO,Delivery,GURDASPUR,PUNJAB,3194.0000000,75.3200000,3194.0,31.97,3162.03
111368,Rajasthan Circle,Jodhpur Region,Nagaur Division,Kiro R.S. B.O,341301,BO,Delivery,NAGAUR,RAJASTHAN,47.6170000,122.3500000-,47.617,27.0335,20.583499999999997
111958,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Chhandran BO,141113,BO,Delivery,LUDHIANA,PUNJAB,30.8491370,76.0601070,30.849137,17.398377,13.450759999999999
112047,Uttar Pradesh Circle,Lucknow  HQ Region,Rae Bareilly Division,Nibi BO,229212,BO,Delivery,RAE BARELI,UTTAR PRADESH,41.0343070,71.9375400-,41.034307,26.132237,14.902069999999998
112058,Uttar Pradesh Circle,Lucknow  HQ Region,Rae Bareilly Division,Bhairampur BO,229301,BO,Delivery,RAE BARELI,UTTAR PRADESH,34.9900000,82.9900000,34.99,20.49,14.500000000000004
112064,Uttar Pradesh Circle,Lucknow  HQ Region,Rae Bareilly Division,Tinera BO,229302,BO,Delivery,Amethi,UTTAR PRADESH,39.2800000,76.6800000-,39.28,27.99,11.290000000000003
112096,Uttar Pradesh Circle,Lucknow  HQ Region,Rae Bareilly Division,Jais City BO,229305,BO,Delivery,Amethi,UTTAR PRADESH,26.2350000,81.2400000,26.235,38.9,-12.665
112097,Uttar Pradesh Circle,Lucknow  HQ Region,Rae Bareilly Division,Kurha BO,229305,BO,Delivery,RAE BARELI,UTTAR PRADESH,26.2000000,81.6000000,26.2,38.9,-12.7
112299,Rajasthan Circle,Jodhpur Region,Pali Division,Dhamli B.O,306501,BO,Delivery,PALI,RAJASTHAN,73.5211226,25.6263711,73.5211226,25.3931796,48.127943
112604,Uttar Pradesh Circle,Bareilly Region,Hardoi Division,Sarva BO,241203,BO,Delivery,HARDOI,UTTAR PRADESH,15.5934000,71.4790000,15.5934,27.19,-11.5966
112614,Rajasthan Circle,DivReportingCircle,Jaipur Moffusil Division,Burthal BO,303012,BO,Delivery,JAIPUR,RAJASTHAN,48.6324520,7.7376290,48.632452,26.803213,21.829239
112792,Uttar Pradesh Circle,Lucknow  HQ Region,Rae Bareilly Division,Osah BO,229103,BO,Delivery,RAE BARELI,UTTAR PRADESH,33.7600000,84.3800000-,33.76,18.19,15.569999999999997
112959,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Benipur SO,847103,PO,Delivery,DARBHANGA,BIHAR,26.0662500,86.1401389,26.06625,15.5934,10.47285
113056,West Bengal Circle,Kolkata Region,Birbhum Division,Patadanga BO,731126,BO,Delivery,BIRBHUM,WEST BENGAL,87.4294270,23.9188780,87.429427,23.905152,63.524275
113057,West Bengal Circle,Kolkata Region,Birbhum Division,Rajganj BO,731126,BO,Delivery,BIRBHUM,WEST BENGAL,87.4423460,23.9177130,87.442346,23.905152,63.537194
113072,West Bengal Circle,Kolkata Region,Birbhum Division,Loba BO,731124,BO,Delivery,BIRBHUM,WEST BENGAL,87.3934760,23.7146610,87.393476,23.772506,63.62097000000001
113284,Uttar Pradesh Circle,Lucknow  HQ Region,Rae Bareilly Division,Sandaha BO,229305,BO,Delivery,RAE BARELI,UTTAR PRADESH,26.1652000,81.6000000,26.1652,38.9,-12.7348
113568,Tamilnadu Circle,"Southern Region, Madurai",Dindigul Division,Muthalagupatti BO,624002,BO,Non Delivery,DINDIGUL,TAMIL NADU,10.3600000,77.9600000,10.36,77.94,-67.58
113569,Tamilnadu Circle,"Southern Region, Madurai",Dindigul Division,Pithalaipatti BO,624002,BO,Delivery,DINDIGUL,TAMIL NADU,10.3400000,77.9200000,10.34,77.94,-67.6
113657,Uttar Pradesh Circle,Lucknow  HQ Region,Faizabad Division,Shikrohar BO,224146,BO,Delivery,AMBEDKAR NAGAR,UTTAR PRADESH,82.5829850,26.3602950,82.582985,26.360295,56.22268999999999
113709,West Bengal Circle,Kolkata Region,Birbhum Division,Ganeshpur BO,731126,BO,Delivery,BIRBHUM,WEST BENGAL,87.4037080,87.4037080,87.403708,23.905152,63.498555999999994
113721,Uttar Pradesh Circle,Bareilly Region,Bareilly Division,Gahluia BO,262001,BO,Delivery,PILIBHIT,UTTAR PRADESH,79.8100000,25.5500000,79.81,28.6207,51.1893
113748,Tamilnadu Circle,"Central Region, Trichirapalli",Karur Division,Manavadi B.O,639005,BO,Delivery,KARUR,TAMIL NADU,        10.8900000,78.1100000,10.89,0.0,10.89
113749,Tamilnadu Circle,"Central Region, Trichirapalli",Karur Division,Paganatham B.O,639005,BO,Delivery,KARUR,TAMIL NADU,        10.8500000,78.0500000,10.85,0.0,10.85
113883,Haryana Circle,DivReportingCircle,Ambala Division,Durga Nagar S.O,134008,PO,Delivery,AMBALA,HARYANA,17.4268880,78.4545910,17.426888,30.378185,-12.951296999999997
